City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,alta,69.9689,23.2717,10.66,86,40,1.54,NO,1724620807
363,kerikeri,-35.2268,173.9474,13.15,87,100,0.9,NZ,1724620809
364,flying fish cove,-10.4217,105.6791,24.82,88,100,5.14,CX,1724620810
365,saint-francois,46.4154,3.9054,12.69,89,0,1.03,FR,1724620811
366,trenggalek,-8.05,111.7167,22.48,96,100,1.39,ID,1724620812
367,niquero,20.0431,-77.5828,31.36,63,72,3.23,CU,1724620814
368,kurumkan,54.3,110.3,13.45,77,0,1.26,RU,1724620815
369,shimoda,34.6667,138.95,25.58,85,22,0.92,JP,1724620816
370,bazarnyye mataki,54.8833,49.9333,16.25,90,86,1.05,RU,1724620817
371,posse,-14.0931,-46.3694,29.04,18,0,2.88,BR,1724620819
372,santa cruz cabralia,-16.2781,-39.0247,24.13,78,20,3.6,BR,1724620820
373,yuzhno-kurilsk,44.0306,145.8556,16.13,89,100,3.86,RU,1724620821
374,sola,-13.8833,167.55,24.9,72,20,9.03,VU,1724620822
375,umea,63.8284,20.2597,11.06,93,0,2.57,SE,1724620824
376,price,39.5994,-110.8107,22.59,60,75,4.12,US,1724620825
377,mulayjah,27.271,48.4242,33.88,40,0,1.26,SA,1724620826
378,totness,5.8833,-56.3167,28.77,75,60,4.67,SR,1724620827
379,leh,34.1667,77.5833,14.22,48,4,1.89,IN,1724620605
380,aykhal,66.0,111.5,7.4,96,95,2.18,RU,1724620622
381,olenino,56.2092,33.4889,17.1,89,5,2.31,RU,1724620832
382,long beach,33.767,-118.1892,28.14,60,0,5.14,US,1724620513
383,nishinoomote,30.7333,131.0,28.44,78,67,6.03,JP,1724620834
384,taltal,-25.4,-70.4833,16.15,71,27,2.36,CL,1724620647
385,darwin,-12.4611,130.8418,22.99,94,20,1.03,AU,1724620622
386,ketchikan,55.3422,-131.6461,14.26,88,100,8.23,US,1724620839
387,terrace,54.5163,-128.6035,13.95,94,100,9.26,CA,1724620840
388,tripoli,32.8752,13.1875,26.83,70,0,3.29,LY,1724620841
389,hammerfest,70.6634,23.6821,11.25,93,75,1.54,NO,1724620842
390,mejit,10.2753,170.8646,28.44,78,36,6.75,MH,1724620843
391,bokoro,12.3807,17.0568,24.29,84,100,1.87,TD,1724620845
392,karasburg,-28.0167,18.75,14.64,27,0,1.98,NA,1724620846
393,padang,-0.9492,100.3543,24.03,89,83,1.23,ID,1724620847
394,palmer,42.1584,-72.3287,27.35,62,75,1.54,US,1724620846
395,nizhnesortymskiy,62.4397,71.7603,14.05,60,100,3.47,RU,1724620849
396,amarante do maranhao,-5.5667,-46.7422,32.08,25,63,1.4,BR,1724620851
397,mount gambier,-37.8333,140.7667,10.87,83,3,3.67,AU,1724620852
398,kish,26.5578,54.0194,33.15,79,0,3.09,IR,1724620853
399,wadebridge,50.5173,-4.8363,15.65,94,75,6.69,GB,1724620854
400,tadine,-21.55,167.8833,22.04,70,38,5.25,NC,1724620856
401,west bay,19.3667,-81.4167,31.04,66,40,2.57,KY,1724620857
402,konarka,19.9,86.1167,27.39,82,99,4.28,IN,1724620858
403,walvis bay,-22.9575,14.5053,13.13,79,0,5.07,NA,1724620859
404,dancu,46.7592,28.2089,27.35,37,81,0.77,MD,1724620861
405,nueva gerona,21.8833,-82.8,31.95,57,81,5.29,CU,1724620862
406,markovo,57.3206,107.0881,13.66,72,99,1.69,RU,1724620863
407,webster city,42.4694,-93.816,31.15,70,0,5.14,US,1724620861
408,qamdo,31.1667,97.2333,5.71,81,68,1.96,CN,1724620866
409,prenzlau,53.3167,13.8667,15.72,52,100,2.04,DE,1724620867
410,gorom-gorom,14.4439,-0.2361,31.09,52,81,3.99,BF,1724620868
411,swift current,50.2834,-107.8014,22.45,40,0,5.66,CA,1724620870
412,al bawiti,28.3492,28.8659,31.25,24,0,3.52,EG,1724620873
413,guixi,28.2886,117.2133,25.67,86,64,0.63,CN,1724620874
414,san luis de la loma,17.2706,-100.8939,30.67,71,49,3.97,MX,1724620875
415,olyokminsk,60.3736,120.4264,11.14,95,8,1.69,RU,1724620877
416,port hedland,-20.3167,118.5667,22.03,33,30,4.63,AU,1724620878
417,holualoa,19.6228,-155.9522,23.91,99,100,3.6,US,1724620879
418,batamshinskiy,50.5594,58.2747,15.27,74,50,0.53,KZ,1724620880
419,kununurra,-15.7667,128.7333,17.99,88,0,0.0,AU,1724620726
420,yuxia,34.0615,108.6291,25.87,86,100,1.44,CN,1724620883
421,kapa'a,22.0752,-159.319,27.18,82,100,9.26,US,1724620884
422,xinyuan,37.3,99.0,10.89,92,100,1.1,CN,1724620885
423,remire-montjoly,4.9167,-52.2667,29.02,74,0,3.6,GF,1724620886
424,aban,56.67,96.06,15.22,94,100,2.76,RU,1724620887
425,san jose de feliciano,-30.3845,-58.7517,11.55,65,5,1.93,AR,1724620889
426,yulinshi,38.2906,109.7494,18.46,79,94,9.77,CN,1724620890
427,saint-paul,-21.0096,55.2707,20.05,91,90,0.31,RE,1724620891
428,mogadishu,2.0371,45.3438,24.95,87,77,6.92,SO,1724620892
429,batangafo,7.3008,18.2833,21.59,98,99,1.17,CF,1724620894
430,moires,35.0532,24.8744,25.12,45,24,0.45,GR,1724620895
431,santa lucia,27.9117,-15.5407,19.62,78,20,10.29,ES,1724620896
432,pombas,17.1503,-25.0201,19.63,75,45,4.76,CV,1724620897
433,richfield,44.8833,-93.283,29.96,77,100,6.17,US,1724620899
434,lospalos,-8.5186,127.0025,20.58,97,56,2.66,TL,1724620900
435,miracema do tocantins,-9.5618,-48.3967,33.95,20,1,1.91,BR,1724620901
436,ixtapa,20.7,-105.2,31.79,74,40,5.66,MX,1724620902
437,aldinga beach,-35.2793,138.4604,13.69,92,6,4.47,AU,1724620904
438,murray bridge,-35.1167,139.2667,11.42,88,15,3.84,AU,1724620905
439,ormara,25.2088,64.6357,26.93,88,100,6.65,PK,1724620906
440,beira,-19.8436,34.8389,20.05,88,0,2.57,MZ,1724620907
441,maubin,16.7333,95.65,24.78,95,100,1.37,MM,1724620908
442,puerto san jose,13.9256,-90.8244,32.03,66,40,4.12,GT,1724620910
443,mogocha,53.7333,119.7667,8.64,95,1,2.08,RU,1724620911
444,holdrege,40.4403,-99.3698,34.95,49,0,3.09,US,1724620912
445,port augusta,-32.5,137.7667,11.56,88,76,3.04,AU,1724620913
446,coahuayana de hidalgo,18.7,-103.6583,32.3,61,23,2.46,MX,1724620915
447,gero,-8.7039,121.1881,20.2,99,37,2.66,ID,1724620916
448,kodinsk,58.6881,99.1844,14.18,97,81,1.14,RU,1724620917
449,salmas,38.1973,44.7653,22.7,31,0,2.42,IR,1724620918
450,la'ie,21.6477,-157.9253,26.73,79,92,5.81,US,1724620920
451,kisangani,0.5167,25.2,21.45,97,100,1.71,CD,1724620921
452,keila,59.3036,24.4131,18.01,59,0,3.6,EE,1724620361
453,seeb,23.6703,58.1891,31.61,61,100,2.45,OM,1724620923
454,ponnur,16.0711,80.5494,29.42,72,100,4.36,IN,1724620925
455,raduzhny,62.0961,77.475,13.14,67,100,5.57,RU,1724620926
456,pemangkat,1.1667,108.9667,25.52,88,100,3.29,ID,1724620927
457,island harbour,50.724,-1.2758,17.04,75,100,3.13,GB,1724620928
458,puyang chengguanzhen,35.7028,115.0053,25.08,96,99,1.59,CN,1724620930
459,seven pagodas,12.6264,80.1722,28.92,63,100,4.2,IN,1724620931
460,tamiahua,21.2667,-97.45,30.52,64,4,4.4,MX,1724620932
461,victorica,-36.2151,-65.4359,13.83,29,68,8.11,AR,1724620933
462,mao,39.8885,4.2658,24.31,83,20,6.17,ES,1724620935
463,jamaame,0.0697,42.745,24.37,84,62,5.9,SO,1724620936
464,pico truncado,-46.7949,-67.9573,9.46,40,100,6.46,AR,1724620937
465,sur,22.5667,59.5289,30.31,60,100,5.19,OM,1724620938
466,kantabanji,20.4833,82.9167,23.03,94,71,1.86,IN,1724620939
467,nemuro,43.3236,145.575,16.52,96,100,3.5,JP,1724620941
468,eenhana,-17.4667,16.3333,17.6,15,0,3.08,NA,1724620942
469,ruteng,-8.6136,120.4721,15.82,92,39,1.11,ID,1724620943
470,aqadyr,48.2553,72.8483,10.33,62,0,2.05,KZ,1724620944
471,tugulym,57.0591,64.6425,12.66,74,100,1.46,RU,1724620946
472,caleta de carquin,-11.0925,-77.6267,19.1,77,40,4.54,PE,1724620947
473,valparaiso,-33.0393,-71.6273,17.13,62,0,4.12,CL,1724620801
474,bandipura,34.4167,74.65,18.7,82,0,2.45,IN,1724620949
475,tortoli,39.9256,9.6572,27.77,80,0,3.09,IT,1724620950
476,mount isa,-20.7333,139.5,13.87,58,0,2.57,AU,1724620952
477,khilok,51.3674,110.4676,9.7,83,2,1.77,RU,1724620953
478,chiang klang,19.2938,100.8617,22.92,98,100,0.07,TH,1724620954
479,atherton,53.5237,-2.4935,15.72,84,41,0.89,GB,1724620955
480,nakhon luang,14.4628,100.6083,25.02,94,100,2.39,TH,1724620957
481,pacific grove,36.6177,-121.9166,25.82,72,0,3.09,US,1724620958
482,rabo de peixe,37.8,-25.5833,22.73,64,20,1.03,PT,1724620959
483,mawlaik,23.6333,94.4167,23.05,100,100,0.31,MM,1724620960
484,kittila,67.6647,24.8936,13.08,94,75,3.6,FI,1724620961
485,riolandia,-19.9808,-49.6819,17.57,35,8,7.75,BR,1724620963
486,puerto leguizamo,-0.1934,-74.7819,34.34,40,65,1.97,CO,1724620964
487,badagry,6.4167,2.8833,24.32,91,100,3.28,NG,1724620965
488,pointe-du-lac,46.2869,-72.6845,23.61,80,20,3.09,CA,1724620966
489,clinton,42.587,-82.9199,31.61,71,40,3.6,US,1724620893
490,moyynkum,44.2914,72.9469,19.02,32,56,3.83,KZ,1724620969
491,tura,25.5198,90.2201,23.32,92,66,2.51,IN,1724620970
492,keita,14.7551,5.7749,30.84,51,88,5.23,NE,1724620777
493,labytnangi,66.6572,66.4183,13.49,80,45,2.21,RU,1724620972
494,sao geraldo do araguaia,-6.4006,-48.555,34.18,23,7,0.94,BR,1724620974
495,portland,45.5234,-122.6762,25.74,52,75,2.57,US,1724620760
496,hanzhong,33.0728,107.0303,23.84,83,100,0.94,CN,1724620976
497,boden,65.8252,21.6886,11.61,96,64,2.5,SE,1724620977
498,ejura,7.3856,-1.3562,24.5,80,82,0.8,GH,1724620980
499,nantucket,41.2835,-70.0995,23.06,83,0,4.12,US,1724620981
500,dvurechensk,56.5982,61.0953,12.21,85,100,2.11,RU,1724620982
501,babayevo,59.3936,35.9371,14.56,70,27,2.46,RU,1724620984
502,huron,41.1501,-82.5499,31.52,59,43,1.14,US,1724620985
503,sarina,-21.4333,149.2167,19.04,1,77,1.65,AU,1724620986
504,tobelo,1.7284,128.0095,26.11,83,77,1.57,ID,1724620987
505,fortuna,40.5982,-124.1573,23.85,62,0,5.66,US,1724620989
506,santa elena de uairen,4.6167,-61.1333,25.1,63,79,3.46,VE,1724620990
507,okakarara,-20.5833,17.4333,17.11,17,0,2.94,NA,1724620991
508,zuyevka,58.405,51.1335,17.39,70,100,2.05,RU,1724620992
509,micheweni,-4.9667,39.8333,24.54,81,65,5.36,TZ,1724620994
510,sylt-ost,54.8833,8.35,17.05,67,40,8.75,DE,1724620995
511,forio,40.7342,13.8646,25.24,77,52,5.84,IT,1724620996
512,pisco,-13.7,-76.2167,20.03,68,0,6.17,PE,1724620997
513,brookings,44.3114,-96.7984,36.24,38,8,3.95,US,1724620746
514,staraya stanitsa,48.35,40.2833,23.41,35,3,1.77,RU,1724621000
515,velikiy ustyug,60.7644,46.3106,12.88,90,0,0.96,RU,1724621001
516,liski,50.9841,39.5155,22.47,49,2,4.09,RU,1724621002
517,uludere,37.445,42.8617,18.83,46,0,0.51,TR,1724621003
518,el calafate,-50.3408,-72.2768,3.99,84,100,1.24,AR,1724620784
519,villa bruzual,9.3328,-69.1208,22.8,98,100,1.07,VE,1724621006
520,stranraer,54.9023,-5.0273,13.63,94,98,9.62,GB,1724621007
521,santona,43.4439,-3.4576,19.48,74,30,1.76,ES,1724621008
522,fedorovka,53.6314,62.7078,12.0,77,21,2.56,KZ,1724621009
523,yen vinh,18.6667,105.6667,24.86,94,83,2.23,VN,1724621011
524,ulladulla,-35.35,150.4667,14.35,56,0,6.84,AU,1724621012
525,la paz,-16.5,-68.15,15.99,41,20,4.63,BO,1724620875
526,rizokarpaso,35.6,34.375,28.0,75,0,4.18,CY,1724621014
527,ha'il,27.5219,41.6907,35.01,17,0,1.03,SA,1724621016
528,shakhtersk,48.0625,38.5167,22.34,31,0,2.62,UA,1724621017
529,korla,41.7597,86.1469,27.0,34,2,2.91,CN,1724621018
530,danane,7.2596,-8.155,21.27,97,38,0.37,CI,1724621019
531,tagta,41.6504,59.9164,22.97,28,0,4.12,TM,1724621020
532,pariaman,-0.619,100.12,24.03,88,88,1.55,ID,1724621022
533,yambio,4.5721,28.3955,21.03,97,100,1.56,SS,1724621023
534,cambria,35.5641,-121.0808,30.13,52,0,5.15,US,1724620738
535,khadzhalmakhi,42.42,47.1821,16.92,93,100,1.63,RU,1724621025
536,mont-de-marsan,44.0,-0.6667,17.9,68,0,2.57,FR,1724621027
537,machakos,-1.5167,37.2667,17.12,61,98,3.76,KE,1724621028
538,auki,-8.7676,160.7034,24.56,80,100,1.99,SB,1724621029
539,camocim,-2.9022,-40.8411,26.91,70,69,9.08,BR,1724621030
540,spring lake,35.1679,-78.9728,31.47,36,0,3.6,US,1724620983
541,vung tau,10.346,107.0843,27.06,82,100,7.21,VN,1724621033
542,barra de santo antonio,-9.4047,-35.5072,23.98,69,15,4.76,BR,1724621034
543,kilindoni,-7.9139,39.6668,25.47,77,93,6.47,TZ,1724621035
544,greymouth,-42.4667,171.2,10.39,93,100,3.03,NZ,1724621037
545,ayr,55.4627,-4.6339,12.99,94,40,5.66,GB,1724621038
546,shillong,25.5689,91.8831,17.65,96,100,1.88,IN,1724621039
547,eyl,7.9803,49.8164,26.42,71,100,8.95,SO,1724621040
548,gizo,-8.103,156.8419,26.87,78,99,9.38,SB,1724621041
549,starokorsunskaya,45.0573,39.3161,26.61,41,0,7.0,RU,1724621043
550,kiiminki,65.1314,25.7974,15.43,100,90,7.36,FI,1724621044
551,blagodatnoye,45.3997,42.5867,22.27,46,96,4.88,RU,1724621045
552,grand falls-windsor,48.9332,-55.6649,24.31,57,35,2.86,CA,1724621046
553,kashgar,39.4547,75.9797,23.56,43,20,2.0,CN,1724621048
554,san ignacio,17.1561,-89.0714,30.08,66,0,3.09,BZ,1724621049
555,nyachera,-0.9,30.4167,22.18,44,95,0.53,UG,1724621050
556,kousa,25.9141,32.7636,34.59,23,12,3.63,EG,1724621051
557,suva,-18.1416,178.4415,21.71,94,75,3.09,FJ,1724621053
558,castuera,38.732,-5.5439,27.97,29,0,3.01,ES,1724621054
559,springhill,33.006,-93.4668,36.63,22,1,3.31,US,1724621055
560,dolinsk,47.35,142.8,14.53,90,100,1.4,RU,1724621056
561,yurgamysh,55.3714,64.4656,10.63,83,100,2.47,RU,1724621057
562,sao joao da barra,-21.6403,-41.0511,22.05,77,0,8.9,BR,1724621059
563,adilabad,19.6667,78.5333,23.54,89,100,5.61,IN,1724621060
564,cuito,-12.3833,16.9333,15.91,24,26,1.08,AO,1724621061
565,tanjung pandan,-2.75,107.65,24.89,85,95,2.7,ID,1724621062
566,williston,48.147,-103.618,29.46,27,18,3.58,US,1724621064
567,benghazi,32.1167,20.0667,28.56,71,4,6.69,LY,1724621066
568,mount pearl,47.5166,-52.7813,25.81,58,20,4.12,CA,1724621067
569,amos,48.5669,-78.1162,24.42,53,55,3.23,CA,1724621068
570,dien bien phu,21.3833,103.0167,22.37,100,100,0.51,VN,1724621070
571,machico,32.7,-16.7667,22.35,78,75,10.29,PT,1724621071
572,westport,41.1415,-73.3579,28.37,69,20,4.12,US,1724621032
573,fangshan,39.6983,115.9925,20.29,98,100,5.36,CN,1724621075
574,santa rosa misiones,-26.8667,-56.85,11.99,60,12,1.85,PY,1724621076
575,zouerate,22.7187,-12.4521,36.02,26,4,5.22,MR,1724621077
576,fergus falls,46.283,-96.0776,27.99,100,75,5.66,US,1724621078
